Name,Address,Source,SourceFile,image-wrapper href,photo src,place-name,address,city,material-icons,material-icons 2,info,material-icons 3,description,program-link href,program,badge 3,btn href,city 2,details,neighborhood,badge
,245 Fairfax Ave,Winnie,winnie (3).csv,https://winnie.com/place/the-childrens-learning-harbor-bessemer,https://winnie-static.imgix.net/default/daycare_4.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,The Children's Learning Harbor,245 Fairfax Ave,"Bessemer, AL",location_on,,,,"The Children's Learning Harbor is a licensed child care center offering daycare programs located at 245 Fairfax Ave in Bessemer, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/the-childrens-learning-harbor-bessemer#daycare-program,,,https://winnie.com/place/the-childrens-learning-harbor-bessemer#contact_form,Bessemer,,,6 w - 12 yr
,2130 31st St SW,Winnie,winnie (3).csv,https://winnie.com/place/peggys-day-care-center-birmingham,https://winnie-static.imgix.net/default/daycare_35.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Peggy's Day Care Center,2130 31st St SW,"Birmingham, AL",maps_home_work,,,,"Peggy's Day Care Center is a licensed child care center offering daycare programs located at 2130 31st St SW in Jones Valley in Birmingham, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/peggys-day-care-center-birmingham#daycare-program,,,https://winnie.com/place/peggys-day-care-center-birmingham#contact_form,,,Jones Valley,6 w - 12 yr
,296 Yeager Pkwy,Winnie,winnie (3).csv,https://winnie.com/place/childcare-heaven-dev-center-site-2-pelham,https://winnie-static.imgix.net/default/daycare_30.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Childcare Heaven Dev. Center Site #2,296 Yeager Pkwy,"Pelham, AL",location_on,,,,"Childcare Heaven Dev. Center Site #2 is a licensed child care center offering daycare programs located at 296 Yeager Pkwy in Pelham, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/childcare-heaven-dev-center-site-2-pelham#daycare-program,,,https://winnie.com/place/childcare-heaven-dev-center-site-2-pelham#contact_form,Pelham,,,6 w - 13 yr
,6 Abbott Square,Winnie,winnie (3).csv,https://winnie.com/place/hilltop-montessori-school-birmingham,https://winnie-static.imgix.net/default/daycare_10.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Hilltop Montessori School,6 Abbott Square,"Birmingham, AL",location_on,,,,"Hilltop Montessori School is a licensed child care center offering daycare programs located at 6 Abbott Square in Birmingham, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/hilltop-montessori-school-birmingham#daycare-program,,,https://winnie.com/place/hilltop-montessori-school-birmingham#contact_form,Birmingham,,,18 mo - 6 yr
,2901 Columbiana Rd,Winnie,winnie (3).csv,https://winnie.com/place/saint-mark-early-learning-center-and-5k-vestavia-hills,https://winnie-static.imgix.net/default/daycare_36.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Saint Mark Early Learning Center and 5K,2901 Columbiana Rd,"Vestavia Hills, AL",location_on,,,,"Saint Mark Early Learning Center and 5K is a licensed child care center offering daycare programs located at 2901 Columbiana Rd in Vestavia Hills, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/saint-mark-early-learning-center-and-5k-vestavia-hills#daycare-program,,,https://winnie.com/place/saint-mark-early-learning-center-and-5k-vestavia-hills#contact_form,Vestavia Hills,,,3 mo - 6 yr
,1823 20th St N,Winnie,winnie (3).csv,https://winnie.com/place/dorothys-educational-learning-lab-birmingham,https://winnie-static.imgix.net/default/daycare_5.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Dorothy's Educational Learning Lab,1823 20th St N,"Birmingham, AL",maps_home_work,,,,"Dorothy's Educational Learning Lab is a licensed child care center offering daycare programs located at 1823 20th St N in Druid Hills in Birmingham, AL. Contact this provider to inquire about prices...",https://winnie.com/place/dorothys-educational-learning-lab-birmingham#daycare-program,,,https://winnie.com/place/dorothys-educational-learning-lab-birmingham#contact_form,,,Druid Hills,1 mo - 16 yr
,501 Princeton Ave SW,Winnie,winnie (3).csv,https://winnie.com/place/abc-princeton-day-care-kindergarten-birmingham,https://winnie-static.imgix.net/default/daycare_12.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Abc Princeton Day Care & Kindergarten,501 Princeton Ave SW,"Birmingham, AL",maps_home_work,,,,"Abc Princeton Day Care & Kindergarten is a licensed child care center offering daycare programs located at 501 Princeton Ave SW in Arlington - West End in Birmingham, AL. Contact this provider to...",https://winnie.com/place/abc-princeton-day-care-kindergarten-birmingham#daycare-program,,,https://winnie.com/place/abc-princeton-day-care-kindergarten-birmingham#contact_form,,,Arlington - West End,6 w - 14 yr
,1616 Jefferson Ave SW,Winnie,winnie (3).csv,https://winnie.com/place/instep-ministries-day-care-birmingham,https://winnie-static.imgix.net/default/daycare_28.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Instep Ministries Day Care,1616 Jefferson Ave SW,"Birmingham, AL",maps_home_work,,,,"Instep Ministries Day Care is a licensed child care center offering daycare programs located at 1616 Jefferson Ave SW in West End Manor in Birmingham, AL. Contact this provider to inquire about prices...",https://winnie.com/place/instep-ministries-day-care-birmingham#daycare-program,,,https://winnie.com/place/instep-ministries-day-care-birmingham#contact_form,,,West End Manor,6 w - 13 yr
,2975 Pelham Pkwy,Winnie,winnie (3).csv,https://winnie.com/place/school-for-amazing-kids-pelham,https://winnie-static.imgix.net/default/daycare_7.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,"School For Amazing Kids, Pelham",2975 Pelham Pkwy,"Pelham, AL",location_on,,,,"School For Amazing Kids, Pelham is a licensed child care center offering daycare programs located at 2975 Pelham Pkwy in Pelham, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/school-for-amazing-kids-pelham#daycare-program,,,https://winnie.com/place/school-for-amazing-kids-pelham#contact_form,Pelham,,,6 w - 12 yr
,140 Riverchase Pkwy E,Winnie,winnie (3).csv,https://winnie.com/place/the-caring-corner-huggs-kisses-hoover,https://winnie-static.imgix.net/default/daycare_41.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,The Caring Corner Huggs & Kisses,140 Riverchase Pkwy E,"Hoover, AL",location_on,,,,"The Caring Corner Huggs & Kisses is a licensed child care center offering daycare programs located at 140 Riverchase Pkwy E in Hoover, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/the-caring-corner-huggs-kisses-hoover#daycare-program,,,https://winnie.com/place/the-caring-corner-huggs-kisses-hoover#contact_form,Hoover,,,2 mo - 12 yr
,714 12th St SW,Winnie,winnie (3).csv,https://winnie.com/place/west-end-comm-sch-hemphill-birmingham,https://winnie-static.imgix.net/default/daycare_33.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,West End Comm Sch - Hemphill,714 12th St SW,"Birmingham, AL",maps_home_work,,,,"West End Comm Sch - Hemphill is a license exempt child care center offering daycare programs located at 714 12th St SW in Arlington - West End in Birmingham, AL. Contact this provider to inquire about...",https://winnie.com/place/west-end-comm-sch-hemphill-birmingham#daycare-program,,,https://winnie.com/place/west-end-comm-sch-hemphill-birmingham#contact_form,,,Arlington - West End,4 yr - 6 yr
,816 Florentine Dr,Winnie,winnie (3).csv,https://winnie.com/place/tracys-treasure-company-llc-birmingham,https://winnie-static.imgix.net/default/daycare_29.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Tracy's Treasure Company Llc,816 Florentine Dr,"Birmingham, AL",maps_home_work,,,,"Tracy's Treasure Company Llc is a licensed child care center offering daycare programs located at 816 Florentine Dr in Spring Lake in Birmingham, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/tracys-treasure-company-llc-birmingham#daycare-program,,,https://winnie.com/place/tracys-treasure-company-llc-birmingham#contact_form,,,Spring Lake,6 w - 12 yr
,2725 24th St SW,Winnie,winnie (3).csv,https://winnie.com/place/canaan-land-learning-enrichment-center-birmingham,https://winnie-static.imgix.net/default/daycare_51.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Canaan Land Learning Enrichment Center,2725 24th St SW,"Birmingham, AL",maps_home_work,,,,"Canaan Land Learning Enrichment Center is a licensed child care center offering daycare programs located at 2725 24th St SW in Garden Highlands in Birmingham, AL. Contact this provider to inquire...",https://winnie.com/place/canaan-land-learning-enrichment-center-birmingham#daycare-program,,,https://winnie.com/place/canaan-land-learning-enrichment-center-birmingham#contact_form,,,Garden Highlands,4 yr - 6 yr
,1740 Cleburn Ave,Winnie,winnie (3).csv,https://winnie.com/place/new-hope-baptist-church-kindergarten-day-care-birmingham,https://winnie-static.imgix.net/default/daycare_55.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,New Hope Baptist Church Kindergarten & Day Care,1740 Cleburn Ave,"Birmingham, AL",maps_home_work,,,,"New Hope Baptist Church Kindergarten & Day Care is a licensed child care center offering daycare programs located at 1740 Cleburn Ave in West End Manor in Birmingham, AL. Contact this provider to...",https://winnie.com/place/new-hope-baptist-church-kindergarten-day-care-birmingham#daycare-program,,,https://winnie.com/place/new-hope-baptist-church-kindergarten-day-care-birmingham#contact_form,,,West End Manor,4 yr - 12 yr
,7400 London Ave,Winnie,winnie (3).csv,https://winnie.com/place/new-rising-star-miss-bapt-ch-site-ii-birmingham,https://winnie-static.imgix.net/default/daycare_58.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,New Rising Star Miss Bapt Ch -Site Ii,7400 London Ave,"Birmingham, AL",maps_home_work,,,,"New Rising Star Miss Bapt Ch -Site Ii is a licensed child care center offering daycare programs located at 7400 London Ave in Brown Springs in Birmingham, AL. Contact this provider to inquire about...",https://winnie.com/place/new-rising-star-miss-bapt-ch-site-ii-birmingham#daycare-program,,,https://winnie.com/place/new-rising-star-miss-bapt-ch-site-ii-birmingham#contact_form,,,Brown Springs,6 w - 13 yr
,1720 31st St SW,Winnie,winnie (4).csv,https://winnie.com/place/spiritual-growth-iii-birmingham,https://winnie-static.imgix.net/default/daycare_45.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Spiritual Growth Iii,1720 31st St SW,"Birmingham, AL",maps_home_work,,,,"Spiritual Growth Iii is a licensed child care center offering daycare programs located at 1720 31st St SW in Jones Valley in Birmingham, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/spiritual-growth-iii-birmingham#daycare-program,,,https://winnie.com/place/spiritual-growth-iii-birmingham#contact_form,,,Jones Valley,6 w - 12 yr
,4778 Overton Rd,Winnie,winnie (4).csv,https://winnie.com/place/mitchells-place-inc-birmingham,https://winnie-static.imgix.net/default/daycare_49.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,"Mitchell's Place, Inc.",4778 Overton Rd,"Birmingham, AL",location_on,,,,"Mitchell's Place, Inc. is a licensed child care center offering daycare programs located at 4778 Overton Rd in Birmingham, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/mitchells-place-inc-birmingham#daycare-program,,,https://winnie.com/place/mitchells-place-inc-birmingham#contact_form,Birmingham,,,24 mo - 11 yr
,610 Columbiana Rd,Winnie,winnie (4).csv,https://winnie.com/place/abc-daycare-kindergarten-birmingham,https://winnie-static.imgix.net/default/daycare_10.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,ABC Daycare & Kindergarten,610 Columbiana Rd,"Birmingham, AL",location_on,,,,"ABC Daycare & Kindergarten is a licensed child care center offering daycare programs located at 610 Columbiana Rd in Birmingham, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/abc-daycare-kindergarten-birmingham#daycare-program,,,https://winnie.com/place/abc-daycare-kindergarten-birmingham#contact_form,Birmingham,,,6 w - 12 yr
,900 Hall Ave,Winnie,winnie (4).csv,https://winnie.com/place/rens-angels-daycare-learning-center-bessemer,https://winnie-static.imgix.net/default/daycare_48.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Ren's Angels Daycare & Learning Center,900 Hall Ave,"Bessemer, AL",location_on,,,,"Ren's Angels Daycare & Learning Center is a licensed child care center offering daycare programs located at 900 Hall Ave in Bessemer, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/rens-angels-daycare-learning-center-bessemer#daycare-program,,,https://winnie.com/place/rens-angels-daycare-learning-center-bessemer#contact_form,Bessemer,,,6 w - 13 yr
,1325 Alford Ave,Winnie,winnie (4).csv,https://winnie.com/place/montessori-kids-universe-of-hoover-birmingham,https://winnie-static.imgix.net/default/daycare_11.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Montessori Kids Universe Of Hoover,1325 Alford Ave,"Birmingham, AL",location_on,,,,"Montessori Kids Universe Of Hoover is a licensed child care center offering daycare programs located at 1325 Alford Ave in Birmingham, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/montessori-kids-universe-of-hoover-birmingham#daycare-program,,,https://winnie.com/place/montessori-kids-universe-of-hoover-birmingham#contact_form,Birmingham,,,6 w - 17 yr
,120 Houston Dr,Winnie,winnie (4).csv,https://winnie.com/place/baby-luv-day-care-bessemer,https://winnie-static.imgix.net/default/daycare_5.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Baby Luv Day Care,120 Houston Dr,"Bessemer, AL",location_on,,,,"Baby Luv Day Care is a licensed child care center offering daycare programs located at 120 Houston Dr in Bessemer, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/baby-luv-day-care-bessemer#daycare-program,,,https://winnie.com/place/baby-luv-day-care-bessemer#contact_form,Bessemer,,,6 w - 14 yr
,1698 Tuscaloosa Ave,Winnie,winnie (4).csv,https://winnie.com/place/our-future-ministry-birmingham,https://winnie-static.imgix.net/default/daycare_59.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Our Future Ministry,1698 Tuscaloosa Ave,"Birmingham, AL",maps_home_work,,,,"Our Future Ministry is a licensed child care center offering daycare programs located at 1698 Tuscaloosa Ave in Oakwood Place in Birmingham, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/our-future-ministry-birmingham#daycare-program,,,https://winnie.com/place/our-future-ministry-birmingham#contact_form,,,Oakwood Place,24 mo - 12 yr
